age,league,height_cm,weight_kg,eur_value,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rs,rw,rf,ram,rcm,rm,rdm,rcb,rb,rwb,st,lw,cf,cam,cm,lm,cdm,cb,lb,lwb,ls,lf,lam,lcm,ldm,lcb,1_on_1_rush_trait,acrobatic_clearance_trait,argues_with_officials_trait,avoids_using_weaker_foot_trait,backs_into_player_trait,bicycle_kicks_trait,cautious_with_crosses_trait,chip_shot_trait,chipped_penalty_trait,comes_for_crosses_trait,corner_specialist_trait,diver_trait,dives_into_tackles_trait,diving_header_trait,driven_pass_trait,early_crosser_trait,fan's_favourite_trait,fancy_flicks_trait,finesse_shot_trait,flair_trait,flair_passes_trait,gk_flat_kick_trait,gk_long_throw_trait,gk_up_for_corners_trait,giant_throw_in_trait,inflexible_trait,injury_free_trait,injury_prone_trait,leadership_trait,long_passer_trait,long_shot_taker_trait,long_throw_in_trait,one_club_player_trait,outside_foot_shot_trait,playmaker_trait,power_free_kick_trait,power_header_trait,second_wind_trait,selfish_trait,skilled_dribbling_trait,stutter_penalty_trait,swerve_pass_trait,takes_finesse_free_kicks_trait,target_forward_trait,team_player_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,aerial_threat_speciality,dribbler_speciality,playmaker_speciality,engine_speciality,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,tackling_speciality,tactician_speciality,acrobat_speciality,strength_speciality,clinical_finisher_speciality,prefers_rs,prefers_rw,prefers_rf,prefers_ram,prefers_rcm,prefers_rm,prefers_rdm,prefers_rcb,prefers_rb,prefers_rwb,prefers_st,prefers_lw,prefers_cf,prefers_cam,prefers_cm,prefers_lm,prefers_cdm,prefers_cb,prefers_lb,prefers_lwb,prefers_ls,prefers_lf,prefers_lam,prefers_lcm,prefers_ldm,prefers_lcb,prefers_gk,country
29,Spanish Primera División,174,75,38e6,87,87,78,69,80,86,83,79,4,4,4,High,Medium,Left,90,67,71,82,54,86,80,67,76,88,77,79,77,87,82,83,77,81,77,66,84,86,75,75,59,85,80,85,87,12,5,5,5,9,77,81,80,80,81,82,83,82,84,85,77,81,80,80,81,82,83,82,84,85,77,80,80,81,83,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spain
29,Italian Serie A,183,79,485e5,87,87,74,80,84,84,68,71,3,3,5,High,Medium,Right,78,78,74,88,79,86,80,72,82,87,72,75,76,88,66,82,71,85,69,83,56,72,88,86,70,84,60,73,62,8,6,4,14,14,81,83,84,85,85,83,77,71,75,77,81,83,84,85,85,83,77,71,75,77,81,84,85,85,77,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Italy
29,Spanish Primera División,184,78,485e5,87,87,65,84,86,83,60,66,4,3,3,Medium,Medium,Right,81,83,58,87,80,84,88,84,92,87,67,64,72,79,66,84,44,76,63,88,67,69,80,87,78,81,52,65,53,14,11,12,5,9,78,81,82,83,84,82,74,64,69,72,78,81,82,83,84,82,74,64,69,72,78,82,83,84,74,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Spain
31,English Premier League,173,67,44e6,87,87,68,72,87,87,38,61,4,4,2,High,Low,Left,83,71,54,91,79,84,82,75,79,90,72,65,92,84,89,71,66,78,56,73,51,43,81,92,73,92,25,44,29,1,1,1,1,1,75,82,81,84,81,82,64,50,59,65,75,82,81,84,81,82,64,50,59,65,75,81,84,81,64,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,England
30,Spanish Primera División,194,85,375e5,87,87,65,61,69,65,86,76,4,2,3,High,Medium,Right,57,64,83,81,57,59,58,43,80,78,55,73,58,84,42,62,74,66,83,51,72,88,58,62,69,86,86,87,86,10,11,14,15,8,69,66,68,68,74,68,81,84,78,76,69,66,68,68,74,68,81,84,78,76,69,68,68,74,81,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
33,Spanish Primera División,171,68,295e5,87,87,71,70,87,90,58,58,4,4,4,High,Medium,Right,77,70,54,92,74,90,80,70,86,94,72,71,79,88,84,65,52,58,58,71,58,66,84,94,71,89,57,57,56,6,13,6,13,7,76,84,83,87,84,84,74,63,69,72,76,84,83,87,84,84,74,63,69,72,76,83,87,84,74,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Spain
23,English Premier League,188,86,59e6,86,90,73,87,72,78,42,83,3,3,4,High,High,Right,70,90,83,75,73,78,71,66,67,82,70,75,73,87,62,87,70,85,86,84,74,35,89,75,86,84,41,36,38,8,10,11,14,11,84,80,82,79,74,78,62,57,60,62,84,80,82,79,74,78,62,57,60,62,84,82,79,74,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
25,German Bundesliga,180,75,56e6,86,89,76,85,85,83,40,68,4,4,3,Medium,Low,Left,88,82,62,84,91,83,87,86,80,85,77,75,82,84,75,86,54,68,70,91,65,55,80,86,81,87,25,42,30,15,15,15,5,14,80,83,83,83,79,82,64,53,61,65,80,83,83,83,79,82,64,53,61,65,80,83,83,79,64,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Germany
25,Spanish Primera División,176,74,565e5,86,90,71,83,82,89,54,62,3,4,3,High,Medium,Right,72,88,55,86,64,90,86,74,85,91,74,69,83,79,85,72,64,71,59,87,58,70,83,84,76,86,25,73,51,10,8,12,15,6,79,83,84,85,84,82,71,61,67,70,79,83,84,85,84,82,71,61,67,70,79,84,85,84,71,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Spain
25,German Bundesliga,180,76,445e5,86,88,86,73,81,80,82,74,4,3,4,High,Medium,Left,82,63,75,83,68,79,78,85,80,83,86,86,79,84,77,83,82,87,69,83,69,85,77,78,80,79,81,83,83,5,7,14,15,9,77,80,79,80,81,81,82,80,83,84,77,80,79,80,81,81,82,80,83,84,77,79,80,81,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Germany
24,English Premier League,190,94,59e6,86,90,83,85,70,74,34,84,3,3,4,Medium,Medium,Left,68,89,87,71,76,78,72,66,68,75,76,89,62,85,47,88,71,80,93,75,72,27,87,73,82,84,27,30,30,8,15,14,7,10,84,78,81,77,71,77,57,53,56,58,84,78,81,77,71,77,57,53,56,58,84,81,77,71,57,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
26,Italian Serie A,181,81,44e6,86,88,86,65,77,81,81,84,3,3,3,High,High,Left,86,55,76,81,68,82,78,59,71,81,84,88,79,86,79,80,79,93,80,72,82,82,70,70,60,82,78,84,84,7,7,9,12,5,75,78,76,77,78,80,81,81,84,84,75,78,76,77,78,80,81,81,84,84,75,76,77,78,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Italy
27,German Bundesliga,186,75,475e5,86,86,77,82,77,78,46,71,4,3,4,High,High,Right,77,87,82,81,83,75,81,59,68,82,76,78,76,92,72,77,81,90,67,77,57,58,93,81,60,83,31,41,44,6,7,11,14,14,83,81,83,81,78,81,65,58,66,68,83,81,83,81,78,81,65,58,66,68,83,83,81,78,65,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Germany
28,Spanish Primera División,189,76,36e6,86,86,40,59,79,74,82,81,4,3,3,Medium,Medium,Right,62,60,68,88,44,74,66,68,79,80,48,34,58,82,55,61,66,88,77,54,85,86,77,84,60,88,81,85,80,5,8,13,9,13,68,70,72,75,81,73,83,80,76,77,68,70,72,75,81,73,83,80,76,77,68,72,75,81,83,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Spain
25,English Premier League,171,71,56e6,86,89,82,78,83,88,35,64,3,4,4,High,High,Right,77,74,47,85,75,88,84,82,78,88,88,77,92,81,92,80,59,80,61,86,55,30,83,87,64,85,24,44,40,12,7,9,14,6,77,84,83,85,79,83,61,49,60,64,77,84,83,85,79,83,61,49,60,64,77,83,85,79,61,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,England
28,German Bundesliga,180,75,45e6,86,86,88,87,84,86,39,64,4,4,4,Medium,Medium,Right,80,86,49,86,88,86,90,84,80,85,86,90,86,87,81,87,72,68,67,88,49,50,86,86,87,83,30,36,46,12,12,13,13,11,82,86,86,86,80,84,64,52,63,67,82,86,86,86,80,84,64,52,63,67,82,86,86,80,64,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
28,English Premier League,187,91,405e5,86,87,66,58,72,65,87,80,3,2,3,Medium,Medium,Right,64,45,82,77,38,62,63,69,81,70,62,69,60,86,50,86,81,76,82,66,81,84,56,67,60,81,89,90,85,16,6,14,16,14,67,65,67,67,74,67,81,84,79,77,67,65,67,67,74,67,81,84,79,77,67,67,67,74,81,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,England
30,English Premier League,189,84,33e6,86,86,70,64,74,71,84,81,4,3,3,Medium,Medium,Right,68,55,83,79,64,66,70,76,78,79,68,71,72,79,56,77,80,76,81,71,86,87,54,69,75,78,80,85,84,11,12,10,7,14,69,69,69,71,75,70,81,83,79,78,69,69,69,71,75,70,81,83,79,78,69,69,71,75,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,England
28,English Premier League,186,87,46e6,86,86,75,83,65,76,40,88,4,3,4,High,Medium,Right,65,88,83,67,81,77,62,59,52,83,74,75,58,86,52,84,64,83,91,73,93,40,88,74,76,84,28,39,34,11,13,12,8,11,83,77,80,76,71,76,60,57,58,60,83,77,80,76,71,76,60,57,58,60,83,80,76,71,60,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
29,Italian Serie A,176,77,425e5,86,86,78,80,78,82,81,83,3,3,3,High,High,Right,73,76,59,84,75,80,73,68,81,85,80,76,81,87,84,84,76,94,76,86,88,86,88,76,63,85,78,86,88,11,11,14,8,11,80,81,82,82,84,82,84,81,83,84,80,81,82,82,84,82,84,81,83,84,80,82,82,84,84,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Italy
28,German Bundesliga,190,81,36e6,86,86,50,60,69,65,86,80,3,2,3,Medium,Medium,Right,60,53,90,75,61,62,54,45,74,71,49,50,54,84,58,76,83,64,84,63,91,86,57,74,52,83,84,87,87,5,12,9,11,8,67,63,66,67,72,65,80,84,76,74,67,63,66,67,72,65,80,84,76,74,67,66,67,72,80,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Germany
30,Italian Serie A,169,61,43e6,86,86,90,82,79,89,36,55,3,4,4,High,Low,Right,77,85,35,81,70,89,81,77,74,88,93,87,94,85,92,80,60,75,42,81,59,36,85,82,78,81,30,40,40,7,10,8,10,4,78,86,85,85,78,84,60,47,60,65,78,86,85,85,78,84,60,47,60,65,78,85,85,78,60,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
29,German Bundesliga,186,85,345e5,86,86,78,52,55,60,87,84,3,2,3,Medium,High,Right,47,44,87,64,46,58,36,35,64,58,71,84,62,81,68,79,87,74,86,48,91,80,50,52,33,82,88,90,86,6,8,5,12,5,64,59,61,59,63,61,76,84,77,73,64,59,61,59,63,61,76,84,77,73,64,61,59,63,76,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Germany
32,Italian Serie A,186,78,255e5,86,86,71,49,60,67,88,77,3,2,3,Medium,Medium,Right,48,43,83,70,51,65,32,39,69,72,67,74,61,82,57,70,82,65,80,41,83,88,43,58,49,84,89,90,86,12,6,10,13,12,63,61,62,63,67,63,79,84,77,75,63,61,62,63,67,63,79,84,77,75,63,62,63,67,79,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Italy
29,Spanish Primera División,187,79,445e5,86,86,78,82,78,82,22,74,4,4,4,Medium,Low,Right,75,84,78,86,79,82,79,73,55,86,77,78,77,83,60,83,70,73,78,77,65,22,87,85,82,79,13,15,12,13,11,5,5,7,83,82,83,83,73,81,53,44,51,56,83,82,83,83,73,81,53,44,51,56,83,83,83,73,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spain
30,English Premier League,180,77,41e6,86,86,63,77,88,80,61,64,4,3,3,High,Medium,Right,85,76,74,91,81,80,77,81,90,86,65,62,65,81,77,77,68,80,64,75,45,50,78,91,80,92,60,63,62,6,10,8,15,15,77,80,80,82,83,81,72,64,70,72,77,80,80,82,83,81,72,64,70,72,77,80,82,83,72,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,England
34,German Bundesliga,170,72,225e5,86,86,82,76,83,90,25,58,4,5,4,High,Medium,Right,81,76,41,86,80,90,83,81,75,90,85,79,88,86,91,76,34,64,60,75,52,36,81,86,78,86,13,25,26,15,6,9,7,10,77,84,83,85,78,83,57,42,55,61,77,84,83,85,78,83,57,42,55,61,77,83,85,78,57,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Germany
23,Spanish Primera División,180,67,515e5,85,90,88,79,78,88,29,63,3,4,4,High,Medium,Right,80,79,53,79,68,91,81,78,74,86,87,89,91,83,71,84,68,73,59,75,61,18,82,74,74,75,19,39,26,9,11,9,10,10,79,84,83,82,74,83,56,45,56,60,79,84,83,82,74,83,56,45,56,60,79,83,82,74,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spain
24,Spanish Primera División,191,78,465e5,85,92,83,45,61,64,84,79,3,2,3,Medium,High,Right,36,40,83,75,42,57,46,54,76,77,80,85,58,81,47,52,80,68,85,53,77,82,44,56,43,82,84,86,85,11,11,9,5,14,62,61,63,64,69,64,79,83,77,74,62,61,63,64,69,64,79,83,77,74,62,63,64,69,79,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spain
24,English Premier League,189,85,51e6,85,89,83,81,71,80,24,74,3,3,4,High,High,Right,73,84,83,78,81,83,76,44,51,84,79,87,65,81,60,80,79,73,82,76,56,24,85,76,70,80,14,14,20,4,5,4,4,5,83,81,82,79,70,79,51,45,52,56,83,81,82,79,70,79,51,45,52,56,83,82,79,70,51,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
25,Spanish Primera División,184,80,42e6,85,89,62,68,74,72,84,86,3,2,3,Medium,High,Right,52,59,74,82,53,69,59,74,84,78,63,61,66,83,57,86,87,85,85,77,87,86,66,76,66,86,83,87,86,13,14,16,12,12,72,69,72,74,79,71,84,83,78,77,72,69,72,74,79,71,84,83,78,77,72,72,74,79,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spain
26,Italian Serie A,163,59,45e6,85,86,90,74,82,89,25,50,3,4,3,High,Medium,Right,83,73,56,83,74,88,83,77,73,90,94,86,96,80,93,70,53,75,44,80,34,26,83,87,61,78,16,24,22,8,4,14,9,10,76,85,83,85,77,84,54,39,55,60,76,85,83,85,77,84,54,39,55,60,76,83,85,77,54,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Italy
25,Spanish Primera División,178,74,475e5,85,88,72,75,86,82,65,76,3,3,4,High,High,Right,84,71,61,86,56,80,85,76,85,86,74,70,77,84,79,84,61,84,75,81,71,66,82,89,59,75,66,69,51,14,12,5,10,13,77,81,81,83,83,82,76,68,72,75,77,81,81,83,83,82,76,68,72,75,77,81,83,83,76,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Spain
26,English Premier League,175,73,485e5,85,88,86,83,71,85,38,77,3,4,3,High,Medium,Right,64,87,72,79,82,85,74,71,59,84,84,87,87,85,84,81,76,80,79,76,70,40,87,74,84,86,23,42,30,11,6,9,5,6,83,82,83,81,74,80,60,54,59,62,83,82,83,81,74,80,60,54,59,62,83,83,81,74,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,England
28,English Premier League,177,75,39e6,85,85,86,79,80,87,54,70,3,4,5,High,High,Right,79,77,53,84,81,87,83,64,72,87,88,84,89,82,85,87,71,86,63,75,69,64,82,85,72,79,49,53,55,5,11,14,5,7,79,84,83,84,80,83,70,62,70,73,79,84,83,84,80,83,70,62,70,73,79,83,84,80,70,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,England
29,French Ligue 1,190,80,3e7,85,85,56,32,44,53,86,84,3,2,2,Low,Medium,Right,29,27,85,63,17,51,35,26,59,59,53,58,34,79,55,57,82,72,90,20,86,87,24,23,39,79,85,87,83,10,14,5,8,10,52,45,48,47,55,50,74,83,72,68,52,45,48,47,55,50,74,83,72,68,52,48,47,55,74,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,France
